drug,cor,p,n,fda_status
Indanthren Corinth RK,0.0986319878298718,0.453399547107542,60,-
"6a,11a-dihydro-3-methoxy-6h-benzofuro[3,2-c]chromen-8-ol",0.10129381239541,0.453411166460779,57,-
"2,4-Bis(methylhydroxyamino)-6-morpholino-1,3,5-triazine",-0.0994836870162525,0.45345860710622,59,-
Pyrayafoline B,-0.118850107138663,0.453462439125953,42,-
-,0.0994762910765278,0.453492350233363,59,-
-,0.11199091767968,0.453580503294467,47,-
"(1S,5S,8R,11R,12R)-5-methoxy-2,12-dimethyl-6-methylidene-16-oxapentacyclo[10.3.2.15,8.01,11.02,8]octadecane-7,17-dione",0.110748229764254,0.453633937295997,48,-
Lificguat,-0.0994115181212202,0.453787928338433,59,Clinical trial
"1-(4-chlorophenyl)-3-[(E)-(1,5-dimethyl-3-oxo-2-phenyl-pyrazol-4-yl)methyleneamino]thiourea",-0.0993993196748573,0.453843605281485,59,-
4-(2-(4-methyl-2-oxo-2h-chromen-7-yloxy)ethyl)-2-(4-chlo...,0.103096411487278,0.453844494211961,55,-
"S-[(2S,3S)-2,3-bis[(2-methoxyphenyl)methyl]-8-oxo-1,4-dioxaspiro[4.5]dec-9-en-6-yl] benzenecarbothioate",-0.101194017098951,0.453858549693205,57,-
"(8E)-2-Amino-6-methyl-4-thiophen-2-yl-8-(thiophen-2-ylmethylidene)-5,7-dihydro-4H-pyrano[3,2-c]pyridine-3-carbonitrile",0.099392440321358,0.453875006128436,59,-
"ethanol, 2-[(2-[(2-methoxy-9-acridinyl)amino]ethyl)amino...",-0.099385305114897,0.453907576077684,59,-
"1-((3-(Diethylamino)propyl)amino)-4-(hydroxy(oxido)amino)-9-imino-9,10-dihydroacridine",0.102101816331995,0.453985471857881,56,-
gw785804x,0.0993564277021381,0.454039405390317,59,-
ALBB-024793,0.104036093972333,0.454066681504534,54,-
"Ent-9,17-dihydroxy-16-ketobeyeran-19-oic acid",-0.099339098956419,0.454118523556761,59,-
16-[3-(2-morpholin-1-yl ethoxy)benzylidene]-5-androstene...,0.103032305151241,0.454126764347748,55,-
"2-amino-4-(2,3,4,9-tetrahydro-1H-carbazol-1-yl)phenol",-0.0984721517623585,0.454135369767028,60,-
9-chloro-6-(3-(dimethylamino)propoxy)-3-methoxy-11H-inde...,0.0993111780635066,0.454246018396169,59,-
"1-(7-chloro-3-methyl-1,4-dioxy-quinoxalin-2-yl)-3-(3,4,5...",0.0993029358562106,0.454283658443302,59,-
eulan nk,0.115758296276183,0.454297721681259,44,-
N-[2-[methyl-[2-[(1-phenylbenzo[g]indazole-3-carbonyl)amino]ethyl]amino]ethyl]-1-phenylbenzo[g]indazole-3-carboxamide;hydrochloride,-0.100133776200251,0.454533749017874,58,-
"1-((2,2-Dibutyl-1,3,2-dioxastannolan-4-yl)methyl)piperidine",-0.108188662627849,0.454545028827643,50,-
"3-amino-N-(3-methoxyphenyl)-5,6,7,8-tetrahydrothieno[2,3...",-0.102936326085078,0.454549554732814,55,-
"2-[3-(chloromethyl)-6-nitro-2,3-dihydroindole-1-carbonyl]-N-(2-morpholin-4-ylethyl)-1H-indole-6-carboxamide;hydrochloride",-0.100115134783361,0.454618165943022,58,-
-,0.100112854050516,0.454628494742312,58,-
"methyl (Z)-4,4-dicyano-4-[(4-methoxyphenyl)methylideneamino]but-2-enoate",-0.0983600577896213,0.4546517974206,60,-
"4-[C-(4-hydroxyphenyl)-N-(5-methyl-2,4-dinitroanilino)carbonimidoyl]phenol",-0.102904467589492,0.454689939880926,55,-
"(1,4,7,10,13,16-hexathiocyclooctadecaneplatinum(ii)bis-(...",0.109288027319296,0.454755526583256,49,-
"1-(6,7-Dichloro-1-(4-fluorophenyl)-1H-pyrazolo[3,4-b]quinoxalin-3-yl)-1,2,3,4-butanetetrol",-0.114260306238664,0.454843102363833,45,-
"(1'R,2'R,8'S,10'R)-10'-phenylsulfanylspiro[1,3-dioxolane-2,9'-7-oxa-6-azatricyclo[6.4.0.02,6]dodecane]-12'-one",0.103858018436533,0.454843833686288,54,-
-,-0.100060919565497,0.454863726270604,58,-
-,0.100964617650047,0.454887866842443,57,-
-,0.100052377931531,0.454902421046995,58,-
"[3-(Hydroxymethyl)-7-methoxy-1-methyl-4,5-dihydro-1H-benzo[g]indol-2-yl]methyl propan-2-ylcarbamate",0.111663979351037,0.45490819259531,47,-
"3-pyridinecarboxylic acid, 5-cyano-1,4-dihydro- 6-(2-fur...",0.100954570808214,0.454932976307941,57,-
6-Cyano-5-((3-hydroxy-2-naphthoyl)hydrazono)-N-(3-(hydroxy(oxido)amino)phenyl)-6-phenylhexanamide,0.109240614585375,0.454952411150907,49,-
-,0.11042595709765,0.454957106506431,48,-
"3-methylsulfanyl-5-[(1R,2R)-2-(3,4,5-trimethoxyphenyl)cyclopropyl]-1H-pyrazole",0.105889128207158,0.454991280338028,52,-
"ethyl 8-(3,5-dimethoxybenzyl)-5,8-dihydro-4h-isoxazolo[4...",0.100029761363373,0.45500488592174,58,-
-,-0.100028550683917,0.455010371289038,58,-
"4,5-Dihydro-1H-1-benzazepine-2,6,9(3H)-trione",0.0982779705243811,0.455030185601388,60,-
Cabozantinib,0.099108632501892,0.455171487589139,59,FDA approved
"5-(3-Chlorobenzoyl)-3-phenacyl-1,3-benzoxazol-2-one",0.10278976548675,0.455195573626438,55,-
"4-{[6-(2-Fluorophenyl)[1,3]dioxolo[4,5-g]quinolin-8-yl]oxy}butanoic acid",-0.106915675081333,0.455216813715893,51,-
(NZ)-N-[1-[3-[[2-(benzotriazol-1-yl)quinolin-4-yl]amino]phenyl]ethylidene]hydroxylamine,0.108021143205377,0.455248005749652,50,-
-,0.104781021274621,0.455252653606801,53,-
-,0.100882375745115,0.455257198051347,57,-
YB1PP1M8P8,0.0999738392864952,0.455258296443688,58,-
-,-0.0999723247165905,0.455265160782274,58,-
"6-(Diethylaminoethyl)diquino-1,4-thiazine",0.0999501206054322,0.455365800833864,58,-
"tert-butyl N-[(2S)-1-[(3S)-3-[(1R,5S,7S)-10,10-dimethyl-3,3-dioxo-3lambda6-thia-4-azatricyclo[5.2.1.01,5]decane-4-carbonyl]pyrazolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]carbamate",0.106877688690523,0.455377936525875,51,-
N-(4-tert-butyl-1-ethenylcyclohexyl)benzamide,-0.121441001774362,0.455380791317965,40,-
"azobis-n,n'-dimethyleneisobutyroamidine",0.0999422620538067,0.455401422609115,58,-
4jr5,0.101771759075586,0.45545361693836,56,-
"1-[6-[[Tert-butyl(dimethyl)silyl]oxymethyl]-2,2-dimethyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3]dioxol-4-yl]-5-ethynyl-6-iodopyrimidine-2,4-dione",-0.0999243240509438,0.45548273892106,58,-
1-[(E)-[2-Hydroxy-1-(3-hydroxy-6-nitro-quinoxalin-2-yl)-2-(4-nitrophenyl)ethylidene]amino]guanidine,0.11275940245628,0.455601609464157,46,-
-,0.0990110228595537,0.45561785335226,59,-
Benzyl ((2-((tert-butoxycarbonyl)amino)-3-methylbutanoyl)amino)acetate,-0.107924094320989,0.455655531769613,50,-
Piritrexim Isethionate,0.0989984268317906,0.455675472045629,59,-
"pyrido[4',3':4,5]pyrimido[1,2-a]indole-6,12-dione, 8-(2-...",-0.0998760517425898,0.455701605780312,58,-
Diethoxybis(6-nitroso-2-naphtholato)titanium(IV),-0.110244620294662,0.455702552131754,48,-
Mimdtc,0.109056325300102,0.455718125860655,49,-
palisol,0.101702317231713,0.455762835233291,56,-
"(+)-3,11.beta.,17.beta.-trihydroxyestra-1,3,5(10)-triene...",0.114023327500076,0.455785219217417,45,-
gw693881a,-0.0989547445741001,0.455875321085292,59,-
-,0.10074389848916,0.455879441238904,57,-
"[(3S,8R,9S,10R,13S,14S,16E,17E)-16-[(3,4-dimethoxyphenyl)methylidene]-17-hydroxyimino-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",0.100731936567351,0.455933213579388,57,-
STK834836,0.101656677730254,0.455966126338647,56,-
"Imidazole-4-carboxamide, 5-(3-butyl-3-methyl-1-triazeno)- (8CI)",0.126405392170152,0.455968472531952,37,-
-,-0.0998154672639874,0.455976377530483,58,-
Camptothecin Derivative,0.0980633437190743,0.45602034166374,60,-
auromomycin,-0.107828613109969,0.456056668762322,50,-
4-chloro-5-methyl-2-[4-nitrophenylhydrazone n-(4-hydroxy...,0.101635907526052,0.456058659049015,56,-
Z54338316,0.10163495305493,0.456062911531208,56,-
4-(2-Bromoethylsulfanylmethyl)-7-methoxychromen-2-one,0.0997856584836295,0.456111604023731,58,-
"2,2'-spirobi[indane]-1'-ol",0.0997814537123389,0.456130680587958,58,-
"2-bromo-5-methoxybenzal-2',3'-dimethoxy-5-naphthylamine",0.0980359636693621,0.456146741198327,60,-
"1-naphthalenecarboxamide, n,n'-1,8-(octanediyl)bis-",0.100674663749346,0.456190719731415,57,-
"Pyrazino[1,2-a]benzimidazole, 3-(4-chlorophenyl)-1-methyl-",0.0980226163769928,0.456208365703097,60,-
"4-Chlorobenzaldehyde (4-oxo-3-phenyl-3,4-dihydro-2-quinazolinyl)hydrazone",-0.101591047943047,0.456258546647018,56,-
"4-piperidinone, 1-[3-(4-morpholinyl)-1-oxopropyl]- 3,5-b...",0.0980031497751693,0.456298251258545,60,-
"2-Amino-6-(benzylamino)-4-(2,4-dichlorophenyl)pyridine-3,5-dicarbonitrile",0.10064275354522,0.456334226715141,57,-
"1-(Tridecylamino)propan-2-ol;2,4,6-trinitrophenol",0.100624292867121,0.456417259584565,57,-
from gnidia,0.100601169510086,0.456521276011381,57,-
-,0.119563227574421,0.456525931848165,41,-
-,0.10152307342293,0.456561522169971,56,-
-,0.0996687743513334,0.456642056474641,58,-
n-{4-[3-(4-chloro-phenyl)-acryloyl]-phenyl}-2-nitrooxy-a...,0.0987861137494926,0.456647267682345,59,-
"(z)-n-phenyl-3-(3,4,5-trimethoxystyryl)pyridin-2-amine",0.0996642802086805,0.456662458866471,58,-
Camptothecin Derivative,0.0987722673387217,0.456710684583357,59,-
"2-[(E)-[6-(2,4-dichloro-5-nitrophenyl)-3-methylimidazo[2,1-b][1,3]thiazol-5-yl]methylideneamino]guanidine;hydrochloride",-0.100529784213119,0.45684247216915,57,-
methoxymethyldispiro[[?]]one,0.116511426686937,0.456850592432182,43,-
-,-0.0987252206108461,0.456926195741389,59,-
3-[2-(2-Chloro-phenyl)-4-oxo-thiazolidin-3-ylsulfamoyl]-benzoic acid,-0.100507467337598,0.456942911658465,57,-
(Z)-N-[(Z)-(5-bromo-2-oxo-indolin-3-ylidene)amino]-4-(4-chlorophenyl)-2-hydroxy-4-oxo-but-2-enamide,-0.0996002224779856,0.456953320663405,58,-
N-[(Z)-1-(1-adamantyl)-3-(4-bromophenyl)iminoprop-1-enyl]-4-bromoaniline;hydrochloride,0.0986906221272498,0.457084719594416,59,-
-,-0.107582369055888,0.457092079793951,50,-
Irinotecan,0.0978044149576183,0.457216448833345,60,FDA approved
-,0.101373509198284,0.457228545513853,56,-
"6-[(4-tert-bocamino)-1-butyl]-5,6-dihydro-2,3-dimethoxy-...",-0.103288258844177,0.457335242398241,54,-
from cephalodiscus gilchristi,-0.105332149825497,0.457380103228675,52,-
-,-0.0994988226388325,0.457413945714448,58,-
-,0.114958642023744,0.457441976650206,44,-
2-ethoxy-4-[(Z)-hydroxyiminomethyl]-6-[(E)-hydroxyiminomethyl]phenol,-0.100386195597321,0.457488918963035,57,-
"verrucarin a 9,10-epoxide",0.104263049073668,0.457496640336311,53,-
"9h-fluoren-2-amine, n,n-bis(2-bromoethyl)- (9ci)",-0.10036960055836,0.457563663261707,57,-
"4-(3,5-Dinitropyridin-2-yl)sulfanylpyrimidine",-0.102240349854206,0.457621785914596,55,-
"1,2-Bis[(3-chloro-1,4-dioxonaphthalen-2-yl)amino]anthracene-9,10-dione",-0.101284547158601,0.457625548670274,56,-
"methyl (3S,3aR)-3-methyl-4-oxo-5-[(1S)-1-phenylethyl]-3a,6-dihydro-3H-pyrazolo[1,5-a][1,4]benzodiazepine-2-carboxylate",0.0994513037906254,0.457629894966454,58,-
"N'-[2-(3,4-dichlorophenyl)ethyl]-N,N'-dimethyl-N-(3-pyrrolidin-1-ylpropyl)propane-1,3-diamine;hydrobromide",0.0977130635919353,0.457638850552388,60,-
solypertine tartrate(usan),0.0985690142231304,0.457642143047283,59,-
Brilliant Green,0.112249400711057,0.45765559535122,46,-
STK209839,-0.100340910671733,0.457692898654627,57,-
"6H,12H-5,11-Methanodibenzo[b,f][1,5]diazocine, 2,4,8,10-tetramethyl-",-0.119242431477619,0.457743647708905,41,-
"purine, 2,6,8-tris(hexylamino)-",-0.0985360108548445,0.457793487164727,59,-
6-methyl-N-[(E)-(3-phenoxyphenyl)methylideneamino]pyridine-3-carboxamide,0.0985213056546984,0.457860929859914,59,-
FCH840693,-0.106287461477221,0.457885432985945,51,-
"N-[3-methoxy-4-(6H-pyrrolo[3,2-f]quinolin-9-ylamino)phenyl]methanesulfonamide;hydrochloride",-0.104168988520111,0.457904779835318,53,-
"2-methyl-N-[4-[2-(2-methyl-5-nitrophenyl)sulfonyl-3-phenyl-3,4-dihydropyrazol-5-yl]phenyl]-5-nitrobenzenesulfonamide",0.0985114792354463,0.457905999948928,59,-
"4-Bromo-5,5-dimethyl-2-phenyl-2,5-dihydro-1,2-oxaphosphole 2-oxide",-0.104165240808026,0.457921045692027,53,-
"9-Acetyl-9a-methoxy-1,2-dihydrocarbazol-3-one",0.11919411987004,0.457927186279039,41,-
"2-Trimethylstannyloxycyclohepta-2,4,6-trien-1-one",-0.113482328611622,0.457939941476988,45,-
Cucurbitacin A,-0.107362027945148,0.45801965659141,50,-
4-(1H-benzimidazol-2-yl)-N-[(Z)-(2-phenyl-1H-indol-3-yl)methylideneamino]aniline,-0.106242357295781,0.458077359961882,51,-
-,0.098472238248937,0.458086007752602,59,-
8XC2K63IJD,0.10211257519312,0.458187046004391,55,-
Coralyne chloride,0.101156458757579,0.458197487800622,56,-
"5-phenyl-4-oxo-oxadiazolo(5,4-c)quinolin-3-n-oxide (furo...",0.0975911374316416,0.458202959993998,60,-
"methylundecylpiperidine, trans",0.0993251060560329,0.458203670354002,58,-
"7h-1,2,4-triazolo[3,4-b][1,3,4]thiadiazine, 3-(4-chlorop...",0.0993185896183281,0.458233308891472,58,-
"2-[3-[4-[3-(1,3-Dioxobenzo[de]isoquinolin-2-yl)propylamino]butylamino]propyl]benzo[de]isoquinoline-1,3-dione;hydrobromide",0.0975818032339291,0.458246161689282,60,-
"1-[6-[[Tert-butyl(dimethyl)silyl]oxymethyl]-2,2-dimethyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3]dioxol-4-yl]-5-hex-1-ynyl-6-iodopyrimidine-2,4-dione",-0.106201789438742,0.45825002135392,51,-
"N-[3,5-dicyano-4-(4-nitrophenyl)-2-oxo-6-(p-tolyl)-1-pyridyl]benzenesulfonamide",0.105125223648764,0.458269324755986,52,-
(4Z)-5-methyl-4-[(4-nitrophenyl)methylene]-2-(2-phenylacetyl)pyrazol-3-one,0.110838469958183,0.458269960971638,47,-
"5,6-dihydro-5,11-dioxo-6-(3-amino-1-propyl)-11h-indeno[1...",0.0993069801189907,0.458286114655672,58,-
"malononitrile, (.beta.-pentylcinnamylidene)-",-0.105120379831088,0.458290151294357,52,-
"5-O-benzyl 1-O-methyl (1S,3R,4R,7R,10S)-3-(furan-2-yl)-2,5-diazatricyclo[5.2.1.04,10]decane-1,5-dicarboxylate",-0.0992932981567751,0.458348351271862,58,-
FH-535,0.101120510478985,0.458358073719036,56,Clinical trial
"N~2~,N~4~-Di(1-adamantyl)-6-chloro-1,3,5-triazine-2,4-diamine",0.0984126222748663,0.458359554436094,59,-
"17-Methyl-13,14,17-triazatetracyclo[8.7.0.02,7.011,16]heptadeca-1(10),2,4,6,8,11(16),14-heptaen-12-one",0.0992882257761715,0.458371425727931,58,-
ARONIS016812,0.100174599577257,0.458442449750065,57,-
1-Amino-2-[4-(3-chloro-2-cyanophenoxy)phenyl]sulfonyl-3-(4-chlorophenyl)guanidine,-0.103030197796169,0.458466118395668,54,-
-,-0.0983843989853071,0.458489087519135,59,-
-,0.0983644584663016,0.458580618196524,59,-
pekilocerin a,0.098356533096489,0.458616999881766,59,-
"carbanilide, 4,4''-oxybis[4'-nitro",0.101053084621148,0.458659357036347,56,-
-,-0.0992238515507612,0.458664321632518,58,-
"Methyl 5-fluoro-4-hydroxy-2,6-dioxohexahydro-5-pyrimidinecarboxylate",-0.0992224901085476,0.458670517152376,58,-
"10,16-Bis[2-(dimethylamino)ethyl]-5-nitro-1,9,10,16-tetrazapentacyclo[9.6.2.02,7.08,19.014,18]nonadeca-2(7),3,5,8,11(19),12,14(18)-heptaene-15,17-dione",0.09834100535474,0.458688285085264,59,-
-,-0.111990504582843,0.458700193063728,46,-
-,0.111990247193181,0.458701232224761,46,-
-,-0.11462628296989,0.458752274042426,44,-
TPX-0005,-0.0983214727607177,0.45877796446538,59,Clinical trial
(2Z)-2-[[4-[2-(4-chlorophenyl)-2-oxoethoxy]phenyl]methylidene]-5-methoxy-1-benzofuran-3-one,0.100092732576642,0.458811663609565,57,-
3-Amino-4-((1-benzyl-2-((2-ethoxy-2-oxoethyl)amino)-2-oxoethyl)amino)-4-oxobutanoic acid,-0.108312359203903,0.458816398518377,49,-
"6,7-dihydroxy-4-methoxyisoflavan",0.110696089790365,0.458851141808778,47,-
3-[4-(2-benzhydryloxyethyl)piperazin-1-yl]-1-phenylpropan-1-ol;(Z)-but-2-enedioic acid,0.101001028453817,0.458892036761585,56,-
-,0.0991462389850669,0.459017586265351,58,-
"N-[(Z)-[amino(pyridin-2-yl)methylidene]amino]-1,3-benzothiazole-2-carboxamide",0.099145619806618,0.459020405140406,58,-
Zuihonin A,0.100971552383503,0.45902381687771,56,-
7-Epi-10-deacetylbaccatin III,-0.0982178747701669,0.45925377052429,59,-
"5'-amino-1,1',2',3-tetrahydrospiro[benzimidazole-2,3'-py...",0.111843760404277,0.459292850985728,46,-
"3,4-dichloro-n-(4-(3-(4-chloro-3-methoxyphenyl)-4-(pyrid...",0.0990780161699348,0.459328234571264,58,-
-,0.0982012102108683,0.459330332820814,59,-
"Ethyl 3-[(3-benzyl-6-iodo-4-oxo-3,4-dihydroquinazolin-2-yl)sulfanyl]propanoate",-0.0973458407957702,0.45933901114235,60,-
"spiro[1,3-dihydroindene-2,7'-2,3,6,8-tetrahydro-1H-as-indacene]-5-carbaldehyde",-0.0973443308375095,0.459346009020972,60,-
-,0.0981920407107045,0.4593724633948,59,-
-,-0.10280662550953,0.459447086993474,54,-
-,0.108158081825721,0.459460319042283,49,-
lachnella fungus,-0.0999431157295734,0.459486842594361,57,-
"1,2-benzenediol, 4-[1-hydroxy-2-[[2-(4-hydroxyphenyl)-1-...",-0.100861277205647,0.459517012266602,56,-
NCIChal_000037,0.0981525804953739,0.459553793011314,59,-
"6,8-dihydroxy-3-(3,4-dihydroxyphenyl)-4-methylisocoumarin",-0.100851280385438,0.459561736360153,56,-
-,0.0999241682939964,0.459572385653212,57,-
"6-[3-(2-aminoethylamino)]-bis{1-propyl)-5,6-dihydro-2,3-...",0.100831902354321,0.459648437160986,56,-
VMTUPCLFULPHMX-UHFFFAOYSA-N,-0.0981201817069103,0.459702702756407,59,-
"pyrido[3,2-g]quinoline-2,5,8,10(1h,9h)-tetrone, 1,4,6-tr...",-0.0981141546647395,0.459730406856724,59,-
"3-Methyl-3,5-diphenyl-1,3-thiazol-3-ium-2-thione;iodide",0.103721731426214,0.459848189210033,53,-
Tolypomycin Y,-0.0971983202197694,0.460022967635791,60,-
(2e)-2-(all-trans retinylidene)-n-{[(2e)-2-(all-trans re...,0.0980486278108775,0.460031668460224,59,-
LS-154756,0.104701103210259,0.460094827499867,52,-
Nitrophenyl-azatoxin,-0.0971763962371226,0.460124662165082,60,-
"2-Ethyl-N-phenyl-5,6,7,8-tetrahydrothieno[2,3-b]quinolin-4-amine",0.112934647192992,0.460126883128383,45,-
1-(1-Hydroxynaphthalen-2-yl)heptan-1-one,-0.103656615836232,0.460131500756076,53,-
-,0.0988978859271556,0.460148996651769,58,-
"2,7-Dimethoxy-9-[(4-nitrophenyl)methylsulfinyl]acridine",0.0971654062256933,0.460175644010414,60,-
"1-(3-Bromo-2,5-dichloro-6-hydroxyphenyl)-4-(3-bromophenyl)-3-chloroazetidin-2-one",0.0997866666852215,0.460193431675464,57,-
"2,2'-bi[5-(2,5-dihydroxy-3,4,6-trichlorophenyl)-thiazole]",0.102598746296963,0.460360221922947,54,-
"benzyl N-(2,4,5-trichlorophenyl)carbamodithioate",-0.101620215337645,0.460368741519686,55,-
"1-alpha-methyl-8-methoxy-5-bromo-6,7,-methylenedioxy-1-(...",0.101618727284447,0.46037534377532,55,-
"[6-(4-bromofenil)imidazo[2,1-b]tiyazol-3-il]asetik asid ...",-0.103584268085902,0.460446389822408,53,-
-,0.102578196901047,0.46045054115927,54,-
-,0.0988288580702685,0.460463733021899,58,-
Camptothecin Derivative,0.0970973030088813,0.46049163839163,60,-
"(7Z)-6-(4-methoxyphenyl)-3-methyl-7-[[5-(4-nitrophenyl)furan-2-yl]methylidene]-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine",0.101536307317961,0.460741108402482,55,-
"2-[2-[4-(3-Chloro-1,4-dihydroxy-5,8-dioxonaphthalen-2-yl)piperazin-1-yl]ethoxy]ethyl acetate",-0.0978833995345787,0.460791787472123,59,-
4-((3-Chlorobenzyl)oxy)-N-hydroxybenzamide,0.100576419219451,0.460792346584288,56,-
-,0.0987475961306789,0.460834401455174,58,-
-,0.101514554443055,0.460837669970953,55,-
mito-chromanol acetate,-0.099640846635087,0.460852547724142,57,-
amuno,0.1015068987544,0.460871656383088,55,FDA approved
-,0.0987313487022023,0.460908531983137,58,-
"5h-pyrido[3,2-d][2]benzazepin-6(7h)-one, 2-(4-chlorophen...",0.103468105763373,0.460952223606291,53,-
Methyl 2-(9H-fluoren-9-ylmethoxycarbonylamino)-5-[[3-(9H-fluoren-9-ylmethoxycarbonylsulfanyl)-1-[(2-methoxy-2-oxoethyl)amino]-1-oxopropan-2-yl]amino]-5-oxopentanoate,-0.103456356326907,0.461003403805252,53,-
"1h-indol-2-one, 3-[2-(2,4-dibromophenyl)-2-oxoethyl]- 5,...",0.0987095919709945,0.461007809415463,58,-
"Hydroxy(((2,2,5,5-tetramethylcyclopentyl)carbonyl)amino)acetic acid",0.110167751138261,0.46101124899279,47,-
-,0.0986991678758848,0.461055379384753,58,-
-,0.0995906781952606,0.461079430906805,57,-
-,0.100504079568661,0.461116523522506,56,-
"phenyl 5-[(Z)-[3-methoxy-5-(1H-pyrrol-2-yl)pyrrol-2-ylidene]methyl]-2,4-dimethyl-1H-pyrrole-3-carboxylate;hydrochloride",0.0978117022923815,0.461121837220174,59,-
"benzamide, n-[[[3-[(5-chloro-2-pyrimidinyl)oxy]-4- methy...",0.101438995793156,0.461173162118849,55,-
PLX-4720,-0.0977904288185704,0.461219791866146,59,Clinical trial
"1-(4-Chlorophenyl)-3-(3-cyano-4,5,6,7-tetrahydrobenzothiophen-2-yl)thiourea",0.106598645400679,0.461241186943098,50,-
-,0.0986505511467351,0.461277275264127,58,-
(R)-Methyl 2-amino-3-(tritylthio)propanoate hydrochloride,-0.0995429656205429,0.4612952639213,57,-
-,-0.099530785120795,0.461350372529053,57,-
"Methyl 4-(4-bromoanilino)-2-(6-chloro-3-hydroxy-2-quinoxalinyl)-3,4-dioxobutanoate",0.116798292520513,0.461351711920039,42,-
"N,1-Bis(2,6-dimethylphenyl)-4-hydrazono-2,5-dioxo-3-pyrrolidinecarboxamide",0.108874392786206,0.461356760600612,48,-
"2-azabicyclo[16.3.1]docosane, geldanamycin deriv.",0.0969028248199268,0.461394654512208,60,-
N-[2-(pyrrolidin-1-yl)-ethyl]-L-olivosyl-AF (2N),0.0986140572901923,0.461443878213593,58,-
Alternol,0.100405037617241,0.461560562771778,56,-
"7-Bromo-6a,9b-dihydro-1H-benzo[ij][2,7]naphthyridine",0.108809189428743,0.461626761724817,48,-
"4-Methylphenyl 6H-quino[2',3':4,5]cyclopenta[1,2-b]quinoxalin-6-yl sulfone",-0.11254964837153,0.461667585975768,45,-
"4h,5h-pyrano[3,2-c][1]benzopyran-5-one, 2,4-bis(3,4-dime...",0.09856055945306,0.461688167391109,58,-
4-Methyltropolone,0.109997911883893,0.461706799570459,47,-
artesunate,0.097672463480752,0.461763173786316,59,FDA approved
NI-72,0.097661478377044,0.461813792004093,59,-
"[4,5-diacetoxy-6-(6-methyl-2-methylsulfanyl-4,7-dioxo-3H-pteridin-8-yl)tetrahydropyran-3-yl] acetate",0.108760560343737,0.461828185845615,48,-
-,0.0976478857476877,0.461876429603669,59,-
-,0.0976412349154844,0.461907079672806,59,-
9-Benzyl-6-[(1-methyl-4-nitro-1H-imidazol-5-yl)sulfanyl]-9H-purin-2-amine,-0.0985029266198134,0.461951416959011,58,-
"dimethyl 6-(2-furyl)-4-(2-nitrophenyl)-1-(4-pyridyl)-4H-pyridine-2,3-dicarboxylate",0.096768493945794,0.46201895208041,60,-
-,0.0976117935807847,0.462042772050546,59,-
"(4Z,6Z)-4,6-dibenzylidene-2,2-dimethyl-1,3-dioxan-5-one",0.108704443642324,0.462060683010197,48,-
"methyl-7.alpha.,12.alpha.-diacetoxy-5.beta.-cholan-24-oa...",0.097606864136626,0.462065493517491,59,-
-,0.0984738861398313,0.462084096080644,58,-
"4-(4-Chlorophenyl)-3-phenyl-1-(3,4,5-trimethoxyphenyl)imidazol-2-one",0.09759060998013,0.462140418695512,59,-
-,0.0975560736193742,0.46229963945193,59,-
"1-(4-Chlorophenyl)-3-[2-[4-[2-[3-(4-chlorophenyl)-4,6-dioxo-2-sulfanylidene-1,3-diazinan-1-yl]-2-oxoethoxy]phenoxy]acetyl]-2-sulfanylidene-1,3-diazinane-4,6-dione",0.10747047998068,0.462336167715397,49,-
Nanaomycin,0.0966792852319398,0.462433799744441,60,-
"[1-(2-pyridinyl)ethylidene]hydrazinecarbodithioic acid, ...",0.0975261936315123,0.46243741726992,59,-
mmv malaria box,0.0992850836079428,0.462462770812289,57,-
Fluorouracil,0.0966712110150053,0.462471357295156,60,FDA approved
"benzoic acid, 2-[(4,6-dimethyl-1-oxo-2-indanylidene) met...",0.0975047186822834,0.462536452889714,59,-
"Methyl 2-(acetyloxy)-5-methyl-6,11-dioxo-6,11-dihydro-5h-benzo[b]carbazole-1-carboxylate",-0.0992638401327949,0.462559017614835,57,-
Amilamide,0.108573741744192,0.462602439014407,48,-
-,0.097484743664062,0.462628581643094,59,-
"4a,8a-Dihydro-2-quinoxalinyl-N-benzylmethanesulfonamide",0.109767835141166,0.462649945886773,47,-
"13-Methyl-4,6-dioxa-13-azapentacyclo[10.7.1.02,10.03,7.016,20]icosa-1(19),2(10),3(7),8,16(20),17-hexaen-18-amine",-0.0966248603653061,0.462686991300383,60,-
"6-(Bromomethyl)-1,4-anthracenedione.",0.0983399571869481,0.462696253664945,58,-
"9-Chloro-2-methylellipticinium acetate, hydrate",0.0974594223243344,0.462745383012035,59,-
"2-propen-1-one, 2-[(dimethylamino)methyl]-1-(2,5-dimethy...",-0.0966112580562205,0.46275028276961,60,-
"3,3?-furan-2,5-diylbis(5-methoxy-1-methyl-1h-indole)",0.0992133373089505,0.462787871970074,57,-
-,0.0974376380284787,0.462845881640577,59,-
"3-(4-((2-Chlorophenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-N-(4-methylphenyl)-3-oxopropanamide",0.109719241507174,0.462849276946895,47,-
